HEID,Loan_Amount,Mort_Bal,Home_Val,Reason_HE,Occupation,YOJ,Num_Derog,Num_Delinq,CL_Age,Num_Inq,Num_CL,Debt_Inc,Default
4283,22300,60513,111713,DebtCon,ProfExe,15,0,3,291.61872,1,35,27.70517064,0
4284,22300,89591,149566,DebtCon,ProfExe,23,0,0,157.6517299,0,24,41.85930497,0
4285,22300,,22399,DebtCon,ProfExe,5,0,0,96.64268699,1,18,22.19662471,0
4286,22300,133995,281186,HomeImp,Mgr,2,0,0,181.1539882,0,15,28.89929961,0
4287,22400,103000,132500,DebtCon,Mgr,10,2,0,187.7333333,5,18,,0
4288,22400,74553,102373,DebtCon,Other,18,0,0,206.5813951,1,12,40.84802282,0
4289,22400,38669,105881,HomeImp,Other,6,0,0,125.2428417,0,14,32.77827083,0
4290,22400,135912,181863,HomeImp,Mgr,7,0,0,316.9929061,0,17,45.00681809,0
4291,22400,98238,135561,DebtCon,ProfExe,,0,0,194.2820992,0,20,29.37360717,0
4292,22400,65502,104373,HomeImp,Office,14,0,0,141.8128234,0,13,36.22194314,0
4293,22400,52597,69312,DebtCon,Office,2,0,0,224.2413307,0,12,33.82410789,0
4294,22400,72866,95734,DebtCon,Mgr,5,0,0,75.95573527,7,23,37.50722389,0
4295,22400,127967,167764,DebtCon,Office,1,,0,377.8649847,,52,36.43872408,0
4296,22400,130184,164189,DebtCon,ProfExe,6,0,0,173.6413388,0,39,19.64066727,0
4297,22400,93140,120977,DebtCon,Other,23,0,0,232.8554837,0,27,39.74431431,0
4298,22400,40605,76986,DebtCon,ProfExe,9,0,0,276.275914,0,19,39.7301928,0
4299,22400,80226,111307,DebtCon,Other,,0,0,186.6311118,1,24,38.93617569,0
4300,22400,89985,121601,HomeImp,Mgr,11,0,0,111.9824201,2,24,30.9911741,0
4301,22400,71051,102374,HomeImp,Office,14,0,0,137.1896556,0,14,36.12206849,0
4302,22400,51470,68139,DebtCon,Mgr,9,0,0,31.16869601,2,8,37.95217991,1
4303,22400,62354,88287,DebtCon,Office,3,,,163.0564094,,16,37.17139554,0
4304,22400,69774,107601,DebtCon,Mgr,2,,,248.3932369,5,23,40.96299512,0
4305,22400,15765,40456,HomeImp,Other,0,1,3,117.6666667,0,12,,1
4306,22400,95539,124566,HomeImp,Mgr,9,0,0,140.6955024,1,24,31.86981041,0
4307,22400,25585,54049,,ProfExe,20,0,0,251.358003,0,19,25.20270637,1
4308,22400,91402,100845,DebtCon,ProfExe,2,1,0,132.2166218,0,20,35.68247123,0
4309,22400,,139654,DebtCon,Office,10,,,,,,35.23626524,1
4310,22400,106561,157214,DebtCon,Mgr,15,0,0,186.6280966,0,25,33.4306376,0
4311,22400,79022,105086,DebtCon,Other,,0,0,179.458917,2,25,38.30639822,0
4312,22400,16630,56824,DebtCon,Other,25,0,1,199.7384646,0,24,27.02778743,0
4313,22400,32665,56639,DebtCon,Other,13,0,0,101.7583551,1,25,31.47003128,0
4314,22400,47687,65704,DebtCon,Office,6,0,0,174.5578971,2,27,36.21976783,0
4315,22400,83990,111096,DebtCon,Other,,0,0,175.4089363,1,25,39.97273176,0
4316,22400,37726,59799,DebtCon,Other,,0,0,219.4892985,0,12,41.14904123,0
4317,22400,81617,125950,DebtCon,Other,9,0,0,289.5196987,1,16,35.5136585,0
4318,22400,71784,101695,DebtCon,Other,,2,1,239.903304,2,14,42.81636756,0
4319,22400,18371,38311,DebtCon,Other,1,0,0,37.23500048,2,3,29.4760034,0
4320,22500,44228,86872,HomeImp,Other,24,0,0,256.2869189,1,6,26.85325902,0
4321,22500,127709,167975,DebtCon,Office,1,,0,367.1895151,,51,37.88804981,0
4322,22500,,143254,,,,,,,,,,0
4323,22500,62137,95708,DebtCon,Office,4,,,187.1661489,,16,37.46041757,0
4324,22500,52000,87250,DebtCon,Other,7,0,0,232.3333333,1,20,,0
4325,22500,,42800,DebtCon,Other,,,,89.3,,13,,0
4326,22500,60700,91000,DebtCon,Self,13,0,0,145.0666667,6,29,,1
4327,22500,57762,95790,DebtCon,Office,3,0,0,151.7150658,1,21,34.86359608,0
4328,22500,48405,86989,DebtCon,Other,14,0,0,94.9280885,1,9,4.029951372,0
4329,22500,76493,105545,DebtCon,Other,,1,1,235.5417762,2,13,43.06166913,0
4330,22500,96170,118502,HomeImp,Mgr,10,0,0,118.15195,1,24,33.20054802,0
4331,22500,40884,76895,DebtCon,ProfExe,8,0,0,270.2601967,0,18,39.95457279,0
4332,22500,73567,88157,DebtCon,Other,2,0,0,111.4005357,1,30,33.51922814,0
4333,22500,87361,140632,DebtCon,ProfExe,24,0,0,146.2961719,0,25,39.87676993,0
4334,22500,75010,114769,DebtCon,Mgr,9,0,1,294.2971661,1,28,30.61105116,0
4335,22500,,24811,DebtCon,ProfExe,7,0,0,97.53661995,1,19,19.47227247,0
4336,22500,136086,180804,,Mgr,26,,4,329.4072371,1,27,33.03141554,0
4337,22600,133264,172882,DebtCon,ProfExe,6,1,0,190.2475602,0,37,19.97395503,0
4338,22600,59050,99152,DebtCon,ProfExe,0,0,0,195.0838618,0,26,33.40421221,0
4339,22600,91177,112123,DebtCon,Other,24,0,0,251.5824035,1,26,42.07798838,0
4340,22600,96485,120470,HomeImp,Mgr,9,0,0,112.8403356,2,24,31.86591683,0
4341,22600,142117,179173,DebtCon,ProfExe,5,,,200.8339688,4,42,41.00966476,0
4342,22600,72522,91587,DebtCon,Other,2,0,0,99.00046796,2,30,35.26211359,0
4343,22600,63363,90816,DebtCon,Office,3,,,174.3265608,,15,38.74248161,0
4344,22600,,144841,,,,,,,,,16.38239069,0
4345,22600,,55376,DebtCon,Other,,0,1,316.0968745,0,18,38.13586689,0
4346,22600,233000,260000,HomeImp,Self,6,1,0,244.5333333,3,51,,0
4347,22600,69675,92300,DebtCon,Other,16,0,6,240.4333333,0,30,,1
4348,22600,155056,187000,DebtCon,Mgr,0.1,0,0,253.6,0,27,,1
4349,22600,78975,103374,DebtCon,Mgr,11,0,0,259.319755,1,14,27.74405551,1
4350,22600,109808,139133,DebtCon,Mgr,9,1,0,195.4588258,4,18,40.20610642,0
4351,22600,31933,47669,HomeImp,Self,4,0,,133.447479,,11,24.20108619,0
4352,22600,,45744,DebtCon,Other,,,,84.23176112,,12,28.45387692,0
4353,22600,41920,70383,DebtCon,Office,5,0,0,178.7866403,1,26,36.09869413,0
4354,22600,,58856,DebtCon,Other,,0,1,298.8195417,0,18,38.19502654,0
4355,22600,239115,264462,HomeImp,Self,5,0,0,244.1797304,2,50,36.70087056,0
4356,22600,34226,85424,DebtCon,ProfExe,9,0,0,277.8486564,0,18,38.0056832,0
4357,22600,,55419,DebtCon,Other,,0,0,299.9557961,0,18,39.0951957,0
4358,22600,61503,101786,HomeImp,ProfExe,17,0,0,622.3557677,1,24,21.68666861,0
4359,22600,131098,176119,,Mgr,26,,5,339.6770182,1,28,33.05755986,0
4360,22700,73280,92961,DebtCon,ProfExe,8,0,1,109.5702924,3,26,34.61442256,0
4361,22700,91303,98362,HomeImp,,7,,,,,,30.68101515,0
4362,22700,,132297,HomeImp,Other,1,0,0,309.4459491,3,20,29.37100228,0
4363,22700,75354,106186,DebtCon,Other,,0,0,175.3393762,1,24,38.25659362,0
4364,22700,35261,54701,HomeImp,Self,3,0,,134.108262,,11,24.52482499,0
4365,22700,77356,106233,HomeImp,Mgr,14,0,0,161.646341,0,27,35.42092808,0
4366,22700,93542,99198,HomeImp,,6,,,,,,30.08034344,0
4367,22700,93413,134653,DebtCon,ProfExe,,0,0,219.5706538,1,21,27.28456073,0
4368,22700,36253,88461,HomeImp,Other,24,0,0,255.0887578,0,7,26.86761738,0
4369,22700,128020,164199,DebtCon,ProfExe,7,0,0,175.8848079,0,37,21.2323579,0
4370,22700,94601,99755,DebtCon,Other,3,0,0,129.5643008,0,16,37.96930454,1
4371,22700,46929,71169,DebtCon,Other,6,0,0,57.88081593,2,19,35.55208815,0
4372,22700,155284,197634,DebtCon,ProfExe,15,,,103.7859943,0,24,29.54032204,0
4373,22700,108488,139559,HomeImp,ProfExe,11,0,0,190.9727785,0,23,34.08001623,0
4374,22700,,57156,DebtCon,Other,,0,0,289.5456726,0,19,40.16294454,0
4375,22800,76502,101288,DebtCon,Other,20,0,0,188.0777225,0,12,40.35190229,0
4376,22800,96495,122362,HomeImp,Mgr,8,0,0,120.9792917,2,24,29.80983516,0
4377,22800,74979,109716,DebtCon,Mgr,9,0,1,289.8223697,1,28,31.47990688,0
4378,22800,76733,105624,DebtCon,Mgr,1,,,225.3275079,5,23,40.69195368,0
4379,22800,49361,81914,DebtCon,Mgr,4,0,0,264.9370662,2,25,32.01024461,0
4380,22800,127010,171758,,Mgr,25,,5,335.6156509,0,27,32.36504156,0
4381,22800,39166,84407,DebtCon,ProfExe,11,0,0,276.121973,0,19,38.96836653,0
4382,22800,,147730,,,,,,,,,16.17924959,0
4383,22800,,97634,HomeImp,Other,8,0,0,177.5697403,1,16,40.77224843,0
4384,22800,,74988,DebtCon,Sales,2,0,0,393.5104724,0,23,24.05020799,0
4385,22800,,146840,,,,,,,,,14.80008716,0
4386,22800,132706,170396,DebtCon,ProfExe,8,0,0,147.4149491,0,37,19.51853186,0
4387,22800,52760,81362,,,,,,,,,38.02467732,0
4388,22800,,57761,DebtCon,Other,,0,0,310.4829388,0,18,38.50570506,0
4389,22800,64659,96063,DebtCon,Mgr,8,0,0,201.0682871,2,18,31.54182212,0
4390,22800,52644,96376,DebtCon,Other,7,0,0,238.3801452,0,19,34.94670077,0
4391,22800,62754,101781,HomeImp,ProfExe,19,0,0,628.9819479,0,24,20.20030223,0
4392,22800,129697,167475,DebtCon,ProfExe,5,0,1,202.6038029,1,18,22.04393384,1
4393,22900,,148018,,,,,,,,,15.93805779,0
4394,22900,191970,232998,DebtCon,ProfExe,3,0,0,301.1384524,0,27,36.78846956,0
4395,22900,64803,92258,DebtCon,Other,3,1,0,84.92588137,2,29,33.68409323,0
4396,22900,90702,115355,DebtCon,Mgr,24,,0,308.85054,1,42,38.79333433,0
4397,22900,70497,103855,HomeImp,Mgr,13,0,0,149.9896104,0,27,33.76898573,0
4398,22900,41279,59993,DebtCon,Other,0,0,0,111.2375972,0,17,20.9297294,0
4399,22900,18059,57109,DebtCon,Other,26,0,1,213.0362848,0,24,25.54701032,0
4400,22900,95321,123082,DebtCon,Self,3,0,0,205.4415191,2,26,34.05349114,0
4401,22900,,81255,DebtCon,Sales,3,0,0,405.8678483,0,22,23.54212992,0
4402,22900,64350,93126,DebtCon,Office,6,,,181.8260463,,16,39.39135211,0
4403,22900,59702,97591,HomeImp,ProfExe,16,0,0,627.6620795,0,24,22.11885209,0
4404,22900,136032,180899,DebtCon,ProfExe,21,0,0,240.3474711,0,24,41.59674747,0
4405,22900,61067,96306,DebtCon,Other,5,0,0,228.898609,1,20,36.13495946,0
4406,22900,67312,95000,HomeImp,Mgr,3.9,0,2,122.7666667,0,32,,1
4407,22900,65017,88066,DebtCon,Other,3,0,0,93.55292753,1,29,32.01107938,0
4408,22900,107241,138883,DebtCon,Mgr,9,1,0,201.7857441,5,18,41.14075208,0
4409,22900,161754,193666,DebtCon,Mgr,2,0,0,260.251081,0,27,30.27892939,1
4410,22900,28217,52804,DebtCon,Other,14,0,0,109.3656846,1,25,30.58772816,0
4411,22900,41174,86851,HomeImp,Other,25,0,0,267.1326089,0,7,24.38038951,0
4412,22900,131767,174684,,Mgr,24,,4,329.647795,1,28,32.36162706,0
4413,22900,41130,81069,DebtCon,ProfExe,8,0,0,276.0876189,0,19,38.50140658,0
4414,22900,88244,103144,HomeImp,,8,,,,,,31.0726936,0
4415,22900,50876,74270,DebtCon,Other,5,0,0,72.00450998,1,19,34.9570299,0
4416,23000,108464,155821,DebtCon,Mgr,16,0,0,170.2231566,0,26,35.059327,0
4417,23000,,56390,DebtCon,Other,,0,1,314.2737125,0,19,37.74372511,0
4418,23000,58696,102176,HomeImp,ProfExe,18,0,0,629.0957663,0,23,22.82560712,0
4419,23000,,150364,,,,,,,,,17.12566043,0
4420,23000,91732,140728,DebtCon,ProfExe,,0,0,203.9066776,0,21,27.69223742,0
4421,23000,62893,90989,DebtCon,Office,4,,,179.8468627,,16,38.63094673,0
4422,23000,76561,111389,DebtCon,Mgr,8,0,1,301.2329108,2,28,30.34670611,0
4423,23000,68275,89967,DebtCon,ProfExe,8,1,0,140.7144149,4,25,33.6949437,0
4424,23000,58577,69327,,Other,4,0,2,110.4144797,2,33,133.5282704,1
4425,23000,,46846,DebtCon,Other,,,,77.55320305,,13,25.61429467,0
4426,23000,72681,105405,DebtCon,Mgr,0,,,230.0750645,4,23,43.51909332,0
4427,23000,76213,184360,,Other,12,0,0,379.3499549,0,16,32.04036608,0
4428,23000,48191,65080,DebtCon,Other,26,0,0,302.849884,2,32,33.87069555,0
4429,23000,72638,109183,DebtCon,ProfExe,2,0,0,177.611648,2,22,48.27759122,1
4430,23000,163805,216500,HomeImp,Self,3.5,,,,,,,1
4431,23000,131200,163390,DebtCon,Other,7,1,0,215.0666667,1,20,,0
4432,23000,213000,280000,HomeImp,ProfExe,7,,5,468.8666667,,56,,0
4433,23000,42600,69500,DebtCon,Other,10,0,0,119.7,1,20,,0
4434,23000,56000,92000,DebtCon,Other,8,1,4,69.13333333,2,27,,1
4435,23000,47000,78000,DebtCon,Other,17.8,2,1,100.4666667,0,28,,1
4436,23000,32000,55000,DebtCon,Other,0.4,0,0,211.0333333,0,23,,1
4437,23000,48003,64720,DebtCon,Office,4,0,0,160.6060458,1,26,33.6299233,0
4438,23000,32946,52054,HomeImp,Self,6,0,,123.0672167,,10,24.02181712,0
4439,23000,,49906,DebtCon,Other,,,,96.75696905,,13,27.44124241,0
4440,23000,71902,101750,HomeImp,Other,5,0,0,214.3892524,0,13,29.04596406,0
4441,23100,95352,115077,DebtCon,Other,24,0,0,253.3293713,0,26,39.81680057,0
4442,23100,71680,101492,DebtCon,Mgr,1,,,230.3616162,5,24,39.87270885,0
4443,23100,61524,96308,DebtCon,Office,1,0,0,160.3831682,1,21,35.1122412,0
4444,23100,141937,179756,HomeImp,Mgr,6,0,0,328.3984932,0,16,43.91004585,0
4445,23100,75837,183443,,Other,9,0,0,377.29104,0,17,31.43531612,0
4446,23100,93805,135780,HomeImp,ProfExe,5,0,0,155.0253817,0,31,34.64492165,0
4447,23100,83458,107589,DebtCon,Mgr,24,,0,314.066374,1,43,38.04372621,0
4448,23100,133867,174105,,Mgr,26,,3,332.4098399,0,28,30.76863769,0
4449,23100,42862,63916,DebtCon,Office,5,0,0,182.93212,1,26,35.58378924,0
4450,23100,72712,185787,,Other,10,0,0,362.1817044,1,16,31.86715522,0
4451,23100,109498,156191,DebtCon,Mgr,15,0,0,186.2019963,0,25,33.79421161,0
4452,23100,64601,100170,DebtCon,Office,2,0,0,156.675375,0,21,34.00023607,0
4453,23100,235937,266793,HomeImp,Self,5,1,0,242.6148614,2,51,36.88704865,0
4454,23200,184526,237546,DebtCon,ProfExe,2,0,0,291.6334148,0,26,39.48391375,0
4455,23200,62811,99320,DebtCon,Office,3,0,0,166.8610989,1,21,36.07127157,0
4456,23200,96345,135081,DebtCon,ProfExe,,0,0,217.4805423,0,20,26.79993001,0
4457,23200,112948,159050,DebtCon,Mgr,16,0,0,189.8390087,0,25,33.49396616,0
4458,23200,129355,171709,DebtCon,ProfExe,0,0,0,328.5141214,0,30,40.04844004,1
4459,23200,96043,140090,DebtCon,ProfExe,21,0,0,162.6404305,0,24,39.20510043,0
4460,23200,14511,81579,DebtCon,Other,7,0,3,272.938299,0,23,47.12058049,1
4461,23200,40905,81651,DebtCon,ProfExe,6,0,0,274.0020796,0,19,40.10944251,0
4462,23200,131804,171144,DebtCon,ProfExe,6,0,0,197.768728,0,37,19.77885179,0
4463,23200,144542,176611,DebtCon,ProfExe,5,,,179.239077,5,42,40.82316043,0
4464,23300,82472,110321,DebtCon,Other,,0,0,174.2399806,2,25,37.91287247,0
4465,23300,103162,135013,DebtCon,Mgr,9,1,0,188.9398399,5,18,40.67081708,0
4466,23300,81144,106102,DebtCon,Mgr,7,0,0,288.3727394,1,28,33.27141336,0
4467,23300,65310,89959,DebtCon,Other,2,0,0,89.7941492,1,30,33.98609881,0
4468,23300,143821,177028,HomeImp,Mgr,8,0,0,320.9234361,0,16,44.75295886,0
4469,23300,36000,,DebtCon,Other,19,4,0,113.5666667,2,20,,1
4470,23300,84083,107407,DebtCon,Self,2,0,1,153.2333333,6,23,,1
4471,23300,61496,102823,HomeImp,ProfExe,18,0,0,649.7471044,1,24,20.87256027,0
4472,23300,71734,100072,DebtCon,ProfExe,6,0,7,122.7994431,0,21,34.53043859,1
4473,23300,27793,50177,DebtCon,Other,16,0,0,136.401603,1,24,28.0529211,0
4474,23300,103783,132612,DebtCon,Sales,1,0,,120.3479666,0,19,203.3121487,1
4475,23300,91957,135827,DebtCon,ProfExe,,0,1,203.0716875,0,20,27.83335613,0
4476,23300,88825,104609,HomeImp,,8,,,,,,28.01323884,0
4477,23300,89847,136259,DebtCon,ProfExe,,0,0,210.0161196,0,21,29.77994226,0
4478,23400,64332,95770,HomeImp,Office,13,0,0,128.2392225,0,13,35.15764561,0
4479,23400,81379,105005,DebtCon,Other,,0,0,186.8909246,1,24,37.88976871,0
4480,23400,91165,99564,HomeImp,,8,,,,,,28.97862141,0
4481,23400,72262,94646,DebtCon,Other,2,0,0,105.9992656,1,29,31.8406351,0
4482,23400,89427,106590,HomeImp,,6,,,,,,29.37165152,0
4483,23400,48549,68957,DebtCon,Office,6,0,0,172.8107266,1,27,34.4567622,0
4484,23400,125750,165732,DebtCon,ProfExe,6,0,0,195.0845391,0,38,20.73303164,0
4485,23400,97865,120172,DebtCon,Self,2,0,0,200.5757523,1,26,36.39872872,0
4486,23400,35634,61149,DebtCon,Other,,0,0,204.6427862,0,13,41.11515894,0
4487,23400,89226,119604,DebtCon,Self,3,0,0,221.6813833,1,26,34.5562014,0
4488,23400,90924,116819,DebtCon,Other,24,0,0,245.8978616,1,27,40.85742704,0
4489,23400,45766,66192,DebtCon,Other,26,0,0,284.7815723,2,32,35.9367948,0
4490,23500,95289,122273,HomeImp,Mgr,9,0,0,118.6161343,1,23,30.44727454,0
4491,23500,,90205,HomeImp,Other,9,0,0,169.0149735,0,16,38.69873592,0
4492,23500,90246,119320,DebtCon,Other,22,0,0,239.2596449,1,26,41.33669648,0
4493,23500,52457,77436,DebtCon,Other,16,0,0,,0,0,33.56876627,1
4494,23500,18989,51607,DebtCon,Other,26,0,1,206.765495,0,24,27.55140882,0
4495,23500,44952,70191,DebtCon,Office,6,0,0,164.9639399,1,26,35.78815771,0
4496,23500,68049,93394,DebtCon,Mgr,6,0,0,191.1124423,2,18,32.13282224,0
4497,23500,133197,168990,DebtCon,Other,8,1,0,214.2845994,0,19,36.64262904,0
4498,23500,48286,81958,DebtCon,Mgr,6,0,0,248.8600943,2,25,32.46730089,0
4499,23500,54816,87000,DebtCon,Other,3.5,0,1,223.2,0,17,,1
4500,23500,,143168,DebtCon,Office,10,,,,,,35.73356733,1
4501,23500,,131203,HomeImp,Other,0,0,0,318.8471298,3,21,31.08415579,0
4502,23500,146371,179434,DebtCon,ProfExe,6,,,195.1781446,4,43,39.94505447,0
4503,23500,75708,102198,DebtCon,Mgr,2,,,231.4343159,5,23,42.17978642,0
4504,23500,,59600,DebtCon,Other,26,0,0,127.8,0,9,,0
4505,23500,90129,141785,DebtCon,ProfExe,23,1,0,158.9968245,0,25,40.33195033,0
4506,23500,37858,60890,DebtCon,Other,2,0,0,110.0572738,0,17,19.26843955,0
4507,23500,65587,87101,DebtCon,Other,3,0,0,83.23800004,2,30,32.03167837,0
4508,23500,62742,111921,DebtCon,ProfExe,15,0,3,282.9760159,0,36,27.14820546,0
4509,23500,132737,285749,HomeImp,Mgr,4,0,0,213.3929949,0,14,31.23611381,0
4510,23500,94109,97194,DebtCon,ProfExe,1,1,0,116.8186482,0,20,35.86611643,0
4511,23500,,66217,DebtCon,Other,24,0,1,122.1475515,1,8,20.17202126,0
4512,23500,55731,89079,DebtCon,Mgr,4,0,0,273.6743799,1,25,33.50940904,0
4513,23500,190239,233603,DebtCon,ProfExe,3,0,0,285.3312927,0,27,39.91648297,0
4514,23500,147696,118200,,ProfExe,4,0,0,103.6727859,2,34,30.36171141,0
4515,23500,86144,138953,DebtCon,Other,13,0,0,110.0541983,3,15,41.8416909,0
4516,23500,62441,97293,DebtCon,Office,1,0,0,152.8327542,0,21,34.53125999,0
4517,23500,,116983,HomeImp,Other,,0,1,143.4146448,0,10,35.06031985,1
4518,23600,70769,183593,,Other,11,0,0,367.0984875,1,17,33.78919233,0
4519,23600,30758,57280,DebtCon,Other,13,0,0,104.3956905,2,24,31.12039863,0
4520,23600,87875,139025,DebtCon,Other,10,0,0,112.9125146,2,15,38.50589728,0
4521,23600,136607,172414,DebtCon,Other,6,0,0,226.0402946,0,20,36.97693039,0
4522,23600,,68208,DebtCon,Other,26,0,0,119.5859013,0,8,20.81825554,0
4523,23600,50424,70281,DebtCon,Other,24,0,0,312.7384712,4,31,35.77167592,0
4524,23600,69846,189234,,Other,11,0,0,357.8050619,0,17,30.56428034,0
4525,23600,36438,80176,DebtCon,ProfExe,10,0,0,289.7015389,0,19,39.92995455,0
4526,23600,57327,105411,DebtCon,ProfExe,14,0,3,276.1823627,0,35,29.2830325,0
4527,23600,94908,101678,DebtCon,ProfExe,1,1,0,125.7017044,0,19,33.22431913,0
4528,23600,141000,175000,DebtCon,Other,2,0,0,192.7666667,0,35,,0
4529,23600,82639,114266,DebtCon,Other,,0,0,186.1563472,2,25,37.9438682,0
4530,23600,96452,125277,HomeImp,Mgr,11,0,0,127.359922,1,23,30.98553896,0
4531,23600,126254,169638,DebtCon,ProfExe,6,0,0,176.7491631,0,38,17.62092021,0
4532,23600,82407,106431,DebtCon,Other,,0,0,169.8052711,0,24,39.48884444,0
4533,23600,140284,182591,DebtCon,ProfExe,21,0,0,224.9413467,0,24,41.8717558,0
4534,23600,56023,83659,DebtCon,Mgr,5,0,0,267.7555345,2,25,32.20078133,0
4535,23700,76196,100929,DebtCon,Other,17,0,0,180.731154,1,13,41.52602645,0
4536,23700,,78878,DebtCon,Sales,4,0,0,408.1876462,0,23,24.20093583,0
4537,23700,57553,101656,HomeImp,ProfExe,19,0,0,648.3284926,0,23,22.84647896,0
4538,23700,43712,75191,DebtCon,Office,6,0,0,50.71753483,2,18,37.10325125,1
4539,23700,,78812,DebtCon,Sales,4,0,0,412.0205467,0,24,25.63726309,0
4540,23700,138632,186585,DebtCon,ProfExe,20,0,0,225.8977256,0,24,42.76682961,0
4541,23700,144373,180927,DebtCon,ProfExe,5,,,175.8153754,5,43,40.31579003,0
4542,23700,,46665,DebtCon,Other,,,,85.1283538,,12,24.99135942,0
4543,23700,46910,75136,DebtCon,Other,10,0,0,119.2312044,1,19,43.829588,0
4544,23700,93734,98099,HomeImp,,8,,,,,,30.02008799,0
4545,23700,62949,99295,HomeImp,Office,15,0,0,145.3552803,0,14,36.03276029,0
4546,23700,76000,106000,DebtCon,Sales,2.6,1,0,138.9666667,2,38,,1
4547,23700,82983,106877,DebtCon,Other,,0,0,177.0176744,2,24,40.99520822,0
4548,23700,87141,140428,DebtCon,ProfExe,22,1,0,169.2836314,1,25,40.98061565,0
4549,23700,104752,143913,HomeImp,,,,,,,,36.76101419,0
4550,23700,18825,55549,DebtCon,Other,26,0,1,203.8609299,0,25,26.62907739,0
4551,23700,58068,97948,DebtCon,Office,1,0,0,160.0582364,1,21,34.35546078,0
4552,23800,74390,186176,,Other,10,0,0,363.1401917,1,16,30.27099531,0
4553,23800,,71798,HomeImp,Office,6,0,0,119.7119548,2,5,19.62452779,0
4554,23800,76390,110315,DebtCon,Mgr,7,0,0,275.9553562,2,29,29.71360104,0
4555,23800,45279,68939,DebtCon,Other,6,0,0,77.22882195,1,19,35.5214873,0
4556,23800,19612,77300,DebtCon,ProfExe,15,0,6,173.4666667,0,19,,1
4557,23800,188250,233800,DebtCon,ProfExe,2,0,0,307.5727526,1,27,36.6907244,0
4558,23800,55753,87971,HomeImp,Other,1,0,0,56.6670994,0,13,64.77572776,1
4559,23800,9124,41900,DebtCon,Other,28,0,2,120.7333333,1,16,,1
4560,23800,46884,68142,DebtCon,Other,8,0,0,59.40577506,1,18,35.69663623,0
4561,23800,,55669,DebtCon,Other,,0,1,308.4251258,0,18,37.65407524,0
4562,23800,101536,147601,HomeImp,ProfExe,10,0,0,161.2557418,1,23,32.71942124,0
4563,23800,44372,67279,DebtCon,Other,6,0,0,75.81397134,2,19,36.52956948,0
4564,23900,7500,26500,DebtCon,Other,17,3,0,126.8333333,2,19,,0
4565,23900,236803,267036,HomeImp,Self,7,0,0,252.0735449,1,50,38.07409059,0
4566,23900,,63096,DebtCon,Other,,0,0,313.8097259,0,19,37.51332405,0
4567,23900,21549,49842,DebtCon,Other,25,0,0,300.2963125,,12,30.20398928,0
4568,23900,90475,136094,DebtCon,ProfExe,,0,1,207.784271,0,21,30.54921583,0
4569,23900,70694,95718,HomeImp,Office,11,0,0,138.1673596,0,13,38.56120628,0
4570,23900,16082,31196,DebtCon,Other,17,2,0,123.3686461,1,19,26.71625685,0
4571,23900,95060,134567,DebtCon,ProfExe,,0,0,194.2510061,0,20,27.15706127,0
4572,23900,31992,57986,DebtCon,Other,,0,0,226.2432432,0,12,38.67184311,0
4573,23900,,105700,DebtCon,Other,0.8,,,,,,,1
4574,23900,80406,108122,DebtCon,Other,17,0,0,211.9232754,0,13,41.4948398,0
4575,23900,27800,43403,DebtCon,Other,27,0,0,307.6242388,,12,31.91370468,0
4576,23900,85097,100730,HomeImp,,9,,,,,,29.50851727,0
4577,23900,90244,120751,DebtCon,Self,3,0,0,194.9872525,1,26,35.40605965,0
4578,23900,55284,92305,DebtCon,Other,7,0,0,241.0836493,1,19,37.47975712,0
4579,23900,,62276,DebtCon,Other,26,0,0,127.024625,0,8,20.40782558,0
4580,23900,140328,183533,HomeImp,Mgr,8,0,0,322.7881144,0,17,45.41317756,0
4581,23900,87884,116559,DebtCon,Mgr,23,,0,314.3944934,0,42,37.98813172,0
4582,23900,,151738,,,,,,,,,16.42639471,0
4583,24000,43427,68308,DebtCon,Other,25,0,0,302.772262,2,31,34.87185516,0
4584,24000,96072,122441,HomeImp,Mgr,10,0,0,127.741782,1,24,33.60803731,0
4585,24000,31243,50602,HomeImp,Self,3,1,,135.1985187,,11,25.35716493,0
4586,24000,144975,180539,DebtCon,ProfExe,6,,,193.1196811,5,43,39.59359522,0
4587,24000,43948,86111,HomeImp,Other,24,0,0,258.3035939,0,7,26.61774876,0
4588,24000,88783,116967,DebtCon,Self,2,0,0,171.5062567,5,23,56.96183857,1
4589,24000,19500,38000,DebtCon,Other,,0,1,198.9,,17,,1
4590,24000,16997,45000,DebtCon,Other,25,0,0,118.6666667,1,11,,0
4591,24000,137000,204963,HomeImp,ProfExe,5,0,0,189.7,1,28,,0
4592,24000,114196,150000,DebtCon,Mgr,4,0,0,289.1333333,0,25,,0
4593,24000,59300,88000,DebtCon,Other,16,0,0,97.93333333,1,17,,0
4594,24000,35000,,DebtCon,Self,3,1,0,177.5,0,16,,1
4595,24000,136000,,DebtCon,ProfExe,3,1,6,303.2942857,1,27,,1
4596,24000,18655,48800,HomeImp,Other,3,0,0,65.96666667,3,12,,1
4597,24000,239568,266430,HomeImp,Self,7,0,0,243.7324175,3,50,35.87195895,0
4598,24000,111488,163796,DebtCon,Mgr,15,0,0,185.8020505,0,25,32.22967397,0
4599,24000,17575,50375,DebtCon,Other,23,0,0,135.7640508,0,11,22.9810051,0
4600,24100,164155,225184,HomeImp,Self,2,,,,,,31.56422692,1
